version,musicId,chartType,level,skillRate,maxCombo,maxKeepCount,maxJustReflec,chartVersion
3,155,basic,3,-1,190,-1,9,2
3,155,medium,7,-1,396,-1,15,2
3,155,hard,9,-1,519,-1,15,2
3,156,basic,4,-1,256,-1,9,2
3,156,medium,8,-1,476,-1,13,2
3,156,hard,11,-1,844,-1,24,2
3,157,basic,4,-1,185,-1,8,2
3,157,medium,7,-1,379,-1,14,2
3,157,hard,9,-1,552,-1,16,2
3,158,basic,5,-1,272,-1,10,2
3,158,medium,9,-1,493,-1,14,2
3,158,hard,11,-1,757,-1,22,2
3,159,basic,3,-1,177,-1,8,2
3,159,medium,6,-1,380,-1,14,2
3,159,hard,10,-1,577,-1,17,2
3,160,basic,3,-1,185,-1,8,2
3,160,medium,6,-1,305,-1,11,2
3,160,hard,10,-1,502,-1,14,2
3,161,basic,4,-1,190,-1,9,2
3,161,medium,6,-1,298,-1,11,2
3,161,hard,9,-1,452,-1,13,2
3,162,basic,4,-1,223,-1,8,2
3,162,medium,7,-1,397,-1,15,2
3,162,hard,9,-1,545,-1,15,2
3,163,basic,5,-1,300,-1,11,2
3,163,medium,8,-1,426,-1,12,2
3,163,hard,11,-1,700,-1,20,2
3,164,basic,4,-1,180,-1,8,2
3,164,medium,6,-1,324,-1,12,2
3,164,hard,9,-1,474,-1,13,2
3,165,basic,2,-1,83,-1,3,2
3,165,medium,5,-1,212,-1,8,2
3,165,hard,7,-1,331,-1,12,2
3,166,basic,2,-1,105,-1,5,2
3,166,medium,5,-1,221,-1,8,2
3,166,hard,8,-1,334,-1,13,2
3,167,basic,2,-1,101,-1,4,2
3,167,medium,5,-1,222,-1,8,2
3,167,hard,8,-1,356,-1,13,2
3,168,basic,3,-1,130,-1,6,2
3,168,medium,6,-1,234,-1,9,2
3,168,hard,9,-1,363,-1,14,2
3,169,basic,3,-1,129,-1,6,2
3,169,medium,6,-1,201,-1,7,2
3,169,hard,8,-1,283,-1,11,2
3,170,basic,3,-1,170,-1,8,2
3,170,medium,6,-1,320,-1,12,2
3,170,hard,8,-1,488,-1,14,2
3,171,basic,3,-1,181,-1,8,2
3,171,medium,6,-1,355,-1,13,2
3,171,hard,8,-1,467,-1,13,2
3,172,basic,3,-1,176,-1,8,2
3,172,medium,7,-1,326,-1,12,2
3,172,hard,9,-1,563,-1,16,2
3,173,basic,3,-1,179,-1,8,2
3,173,medium,7,-1,284,-1,11,2
3,173,hard,8,-1,422,-1,12,2
3,174,basic,3,-1,170,-1,8,2
3,174,medium,7,-1,338,-1,13,2
3,174,hard,10,-1,630,-1,18,2
3,175,basic,4,-1,237,-1,9,2
3,175,medium,8,-1,496,-1,14,2
3,175,hard,10,-1,669,-1,19,2
3,176,basic,3,-1,144,-1,6,2
3,176,medium,7,-1,381,-1,14,2
3,176,hard,10,-1,678,-1,19,2
3,177,basic,5,-1,286,-1,10,2
3,177,medium,8,-1,458,-1,13,2
3,177,hard,11,-1,843,-1,24,2
3,178,basic,5,-1,302,-1,11,2
3,178,medium,8,-1,485,-1,14,2
3,178,hard,11,-1,821,-1,24,2
3,179,basic,3,-1,135,-1,6,2
3,179,medium,6,-1,274,-1,10,2
3,179,hard,9,-1,573,-1,16,2
3,181,basic,3,-1,95,-1,4,3
3,181,medium,5,-1,136,-1,6,3
3,181,hard,7,-1,307,-1,11,3
3,182,basic,3,-1,125,-1,5,3
3,182,medium,5,-1,207,-1,7,3
3,182,hard,7,-1,292,-1,11,3
3,183,basic,2,-1,73,-1,3,3
3,183,medium,4,-1,131,-1,6,3
3,183,hard,6,-1,246,-1,9,3
3,184,basic,2,-1,89,-1,4,3
3,184,medium,4,-1,148,-1,7,3
3,184,hard,6,-1,217,-1,8,3
3,185,basic,2,-1,90,-1,4,3
3,185,medium,5,-1,149,-1,7,3
3,185,hard,8,-1,303,-1,11,3
3,186,basic,1,-1,66,-1,3,3
3,186,medium,4,-1,117,-1,5,3
3,186,hard,6,-1,246,-1,9,3
3,187,basic,1,-1,60,-1,2,3
3,187,medium,4,-1,124,-1,5,3
3,187,hard,7,-1,206,-1,7,3
3,188,basic,3,-1,139,-1,6,3
3,188,medium,5,-1,216,-1,8,3
3,188,hard,8,-1,355,-1,13,3
3,189,basic,4,-1,145,-1,6,3
3,189,medium,6,-1,267,-1,10,3
3,189,hard,9,-1,415,-1,12,3
3,190,basic,3,-1,125,-1,6,3
3,190,medium,5,-1,198,-1,9,3
3,190,hard,8,-1,403,-1,11,3
3,191,basic,2,-1,69,-1,3,3
3,191,medium,5,-1,165,-1,7,3
3,191,hard,6,-1,259,-1,10,3
3,192,basic,3,-1,100,-1,4,3
3,192,medium,6,-1,164,-1,7,3
3,192,hard,8,-1,362,-1,14,3
3,193,basic,2,-1,82,-1,3,3
3,193,medium,5,-1,206,-1,7,3
3,193,hard,8,-1,304,-1,11,3
3,194,basic,2,-1,68,-1,3,3
3,194,medium,4,-1,112,-1,5,3
3,194,hard,7,-1,292,-1,11,3
3,195,basic,3,-1,99,-1,4,3
3,195,medium,5,-1,169,-1,8,3
3,195,hard,7,-1,264,-1,10,3
3,196,basic,3,-1,144,-1,7,3
3,196,medium,5,-1,217,-1,8,3
3,196,hard,7,-1,323,-1,12,3
3,197,basic,4,-1,126,-1,5,3
3,197,medium,6,-1,225,-1,8,3
3,197,hard,8,-1,460,-1,13,3
3,198,basic,4,-1,105,-1,5,3
3,198,medium,7,-1,237,-1,9,3
3,198,hard,10,-1,504,-1,14,3
3,199,basic,3,-1,130,-1,6,3
3,199,medium,7,-1,358,-1,13,3
3,199,hard,9,-1,627,-1,18,3
3,200,basic,3,-1,134,-1,6,3
3,200,medium,7,-1,303,-1,11,3
3,200,hard,9,-1,566,-1,16,3
3,201,basic,5,-1,237,-1,9,3
3,201,medium,8,-1,445,-1,12,3
3,201,hard,11,-1,722,-1,21,3
3,202,basic,3,-1,142,-1,6,2
3,202,medium,6,-1,244,-1,9,2
3,202,hard,8,-1,383,-1,14,2
3,203,basic,2,-1,93,-1,4,3
3,203,medium,5,-1,204,-1,7,3
3,203,hard,8,-1,462,-1,13,3
3,204,basic,4,-1,159,-1,7,3
3,204,medium,7,-1,328,-1,12,3
3,204,hard,9,-1,492,-1,14,3
3,205,basic,3,-1,126,-1,6,2
3,205,medium,6,-1,242,-1,9,2
3,205,hard,9,-1,381,-1,14,2
3,206,basic,3,-1,168,-1,8,3
3,206,medium,7,-1,377,-1,14,3
3,206,hard,9,-1,511,-1,15,3
3,207,basic,4,-1,149,-1,7,3
3,207,medium,7,-1,338,-1,13,3
3,207,hard,10,-1,578,-1,16,3
3,208,basic,4,-1,194,-1,9,3
3,208,medium,7,-1,336,-1,12,3
3,208,hard,10,-1,610,-1,17,3
3,209,basic,3,-1,148,-1,6,3
3,209,medium,6,-1,241,-1,9,3
3,209,hard,9,-1,446,-1,12,3
3,210,basic,3,-1,167,-1,7,3
3,210,medium,5,-1,264,-1,9,3
3,210,hard,9,-1,487,-1,14,3
3,211,basic,3,-1,148,-1,7,2
3,211,medium,6,-1,256,-1,10,2
3,211,hard,9,-1,577,-1,16,2
3,212,basic,3,-1,111,-1,5,3
3,212,medium,6,-1,255,-1,9,3
3,212,hard,9,-1,400,-1,15,3
3,213,basic,4,-1,192,-1,9,3
3,213,medium,7,-1,443,-1,12,3
3,213,hard,11,-1,828,-1,24,3
3,214,basic,3,-1,152,-1,7,3
3,214,medium,6,-1,305,-1,11,3
3,214,hard,8,-1,388,-1,15,3
3,215,basic,3,-1,124,-1,5,3
3,215,medium,6,-1,258,-1,10,3
3,215,hard,8,-1,370,-1,14,3
3,216,basic,4,-1,185,-1,8,3
3,216,medium,7,-1,333,-1,12,3
3,216,hard,9,-1,473,-1,13,3
3,217,basic,5,-1,261,-1,9,3
3,217,medium,8,-1,454,-1,13,3
3,217,hard,11,-1,771,-1,22,3
3,218,basic,3,-1,132,-1,6,3
3,218,medium,5,-1,237,-1,9,3
3,218,hard,8,-1,382,-1,14,3
3,219,basic,3,-1,140,-1,6,3
3,219,medium,6,-1,297,-1,11,3
3,219,hard,9,-1,521,-1,15,3
3,220,basic,2,-1,119,-1,5,3
3,220,medium,6,-1,269,-1,10,3
3,220,hard,9,-1,627,-1,18,3
3,221,basic,4,-1,121,-1,5,3
3,221,medium,7,-1,240,-1,9,3
3,221,hard,9,-1,473,-1,13,3
3,222,basic,4,-1,147,-1,7,3
3,222,medium,7,-1,324,-1,12,3
3,222,hard,10,-1,640,-1,18,3
3,223,basic,4,-1,127,-1,5,3
3,223,medium,7,-1,286,-1,11,3
3,223,hard,10,-1,527,-1,15,3
3,224,basic,4,-1,256,-1,9,3
3,224,medium,8,-1,429,-1,12,3
3,224,hard,11,-1,741,-1,21,3
3,227,basic,4,-1,226,-1,8,3
3,227,medium,8,-1,401,-1,11,3
3,227,hard,11,-1,635,-1,18,3
3,228,basic,3,-1,107,-1,5,3
3,228,medium,7,-1,241,-1,9,3
3,228,hard,10,-1,561,-1,16,3
3,229,basic,2,-1,77,-1,3,3
3,229,medium,5,-1,234,-1,9,3
3,229,hard,9,-1,415,-1,12,3
3,230,basic,4,-1,180,-1,8,3
3,230,medium,8,-1,331,-1,13,3
3,230,hard,10,-1,540,-1,15,3
3,231,basic,2,-1,97,-1,4,3
3,231,medium,5,-1,216,-1,8,3
3,231,hard,8,-1,346,-1,13,3
3,232,basic,3,-1,178,-1,8,3
3,232,medium,7,-1,296,-1,11,3
3,232,hard,10,-1,693,-1,20,3
3,233,basic,3,-1,168,-1,8,3
3,233,medium,7,-1,278,-1,10,3
3,233,hard,9,-1,494,-1,14,3
3,234,basic,4,-1,201,-1,7,3
3,234,medium,7,-1,336,-1,12,3
3,234,hard,10,-1,509,-1,14,3
3,235,basic,3,-1,155,-1,7,3
3,235,medium,7,-1,322,-1,12,3
3,235,hard,11,-1,686,-1,20,3
3,236,basic,3,-1,120,-1,5,3
3,236,medium,6,-1,286,-1,11,3
3,236,hard,9,-1,406,-1,11,3
3,237,basic,4,-1,150,-1,7,3
3,237,medium,6,-1,233,-1,9,3
3,237,hard,8,-1,351,-1,13,3
3,238,basic,4,-1,175,-1,8,3
3,238,medium,8,-1,363,-1,14,3
3,238,hard,10,-1,615,-1,18,3
3,239,basic,3,-1,90,-1,4,3
3,239,medium,5,-1,197,-1,9,3
3,239,hard,7,-1,348,-1,13,3
3,240,basic,3,-1,155,-1,7,3
3,240,medium,7,-1,469,-1,13,3
3,240,hard,9,-1,578,-1,16,3
3,241,basic,4,-1,245,-1,9,3
3,241,medium,8,-1,437,-1,12,3
3,241,hard,11,-1,739,-1,21,3
3,242,basic,4,-1,140,-1,6,3
3,242,medium,8,-1,318,-1,12,3
3,242,hard,11,-1,731,-1,19,3
3,243,basic,4,-1,227,-1,8,3
3,243,medium,7,-1,415,-1,12,3
3,243,hard,11,-1,689,-1,20,3
3,244,basic,3,-1,119,-1,5,3
3,244,medium,7,-1,321,-1,12,3
3,244,hard,9,-1,492,-1,14,3
3,245,basic,3,-1,178,-1,8,3
3,245,medium,7,-1,324,-1,12,3
3,245,hard,10,-1,560,-1,16,3
3,246,basic,3,-1,116,-1,5,3
3,246,medium,6,-1,216,-1,8,3
3,246,hard,9,-1,475,-1,13,3
3,247,basic,2,-1,100,-1,4,3
3,247,medium,5,-1,267,-1,10,3
3,247,hard,8,-1,401,-1,11,3
3,248,basic,4,-1,104,-1,4,3
3,248,medium,6,-1,200,-1,9,3
3,248,hard,9,-1,353,-1,13,3
3,249,basic,3,-1,80,-1,3,3
3,249,medium,5,-1,152,-1,7,3
3,249,hard,7,-1,246,-1,9,3
3,250,basic,1,-1,70,-1,3,3
3,250,medium,4,-1,173,-1,8,3
3,250,hard,7,-1,261,-1,10,3
3,251,basic,3,-1,128,-1,6,3
3,251,medium,6,-1,234,-1,9,3
3,251,hard,8,-1,389,-1,15,3
3,252,basic,2,-1,99,-1,4,3
3,252,medium,6,-1,285,-1,10,3
3,252,hard,8,-1,427,-1,12,3
3,253,basic,3,-1,92,-1,4,3
3,253,medium,7,-1,350,-1,13,3
3,253,hard,9,-1,491,-1,14,3
3,254,basic,1,-1,72,-1,3,3
3,254,medium,5,-1,191,-1,9,3
3,254,hard,8,-1,332,-1,12,3
3,258,basic,3,-1,109,-1,5,3
3,258,medium,6,-1,291,-1,11,3
3,258,hard,9,-1,474,-1,13,3
3,259,basic,2,-1,77,-1,3,3
3,259,medium,5,-1,207,-1,7,3
3,259,hard,8,-1,337,-1,12,3
3,260,basic,4,-1,152,-1,7,3
3,260,medium,7,-1,351,-1,13,3
3,260,hard,10,-1,734,-1,21,3
3,261,basic,3,-1,126,-1,6,3
3,261,medium,7,-1,437,-1,12,3
3,261,hard,11,-1,808,-1,23,3
3,262,basic,4,-1,168,-1,8,3
3,262,medium,8,-1,331,-1,12,3
3,262,hard,11,-1,546,-1,15,3
3,263,basic,3,-1,127,-1,6,3
3,263,medium,6,-1,322,-1,12,3
3,263,hard,10,-1,477,-1,13,3
3,264,basic,3,-1,147,-1,6,3
3,264,medium,6,-1,332,-1,12,3
3,264,hard,9,-1,477,-1,13,3
3,265,basic,4,-1,129,-1,6,3
3,265,medium,7,-1,292,-1,11,3
3,265,hard,11,-1,677,-1,20,3
3,266,basic,3,-1,152,-1,4,3
3,266,medium,6,-1,197,-1,9,3
3,266,hard,9,-1,385,-1,15,3
3,267,basic,4,-1,140,-1,6,3
3,267,medium,8,-1,424,-1,12,3
3,267,hard,11,-1,640,-1,18,3
3,268,basic,3,-1,97,-1,4,3
3,268,medium,7,-1,276,-1,10,3
3,268,hard,10,-1,582,-1,16,3
3,269,basic,4,-1,184,-1,8,3
3,269,medium,8,-1,476,-1,13,3
3,269,hard,11,-1,813,-1,23,3
3,271,basic,3,-1,91,-1,4,3
3,271,medium,6,-1,267,-1,10,3
3,271,hard,8,-1,447,-1,13,3
3,272,basic,4,-1,175,-1,8,3
3,272,medium,6,-1,315,-1,12,3
3,272,hard,9,-1,462,-1,13,3
3,273,basic,3,-1,149,-1,7,3
3,273,medium,7,-1,341,-1,13,3
3,273,hard,10,-1,591,-1,17,3
3,274,basic,4,-1,103,-1,4,3
3,274,medium,6,-1,233,-1,8,3
3,274,hard,10,-1,488,-1,14,3
3,275,basic,3,-1,149,-1,7,3
3,275,medium,7,-1,316,-1,12,3
3,275,hard,11,-1,735,-1,21,3
3,276,basic,4,-1,274,-1,10,3
3,276,medium,7,-1,420,-1,12,3
3,276,hard,9,-1,643,-1,19,3
3,277,basic,5,-1,235,-1,8,3
3,277,medium,8,-1,405,-1,11,3
3,277,hard,11,-1,659,-1,19,3
3,279,basic,3,-1,110,-1,5,3
3,279,medium,6,-1,243,-1,9,3
3,279,hard,8,-1,390,-1,15,3
3,280,basic,4,-1,84,-1,4,3
3,280,medium,7,-1,316,-1,12,3
3,280,hard,10,-1,584,-1,17,3
3,281,basic,3,-1,134,-1,6,3
3,281,medium,6,-1,339,-1,13,3
3,281,hard,9,-1,593,-1,17,3
3,282,basic,3,-1,143,-1,6,3
3,282,medium,7,-1,300,-1,11,3
3,282,hard,10,-1,501,-1,14,3
3,283,basic,4,-1,160,-1,7,3
3,283,medium,7,-1,343,-1,12,3
3,283,hard,10,-1,696,-1,20,3
3,285,basic,3,-1,109,-1,5,3
3,285,medium,6,-1,307,-1,11,3
3,285,hard,10,-1,661,-1,19,3
3,286,basic,5,-1,201,-1,7,3
3,286,medium,7,-1,426,-1,12,3
3,286,hard,10,-1,728,-1,21,3
3,287,basic,4,-1,188,-1,8,3
3,287,medium,7,-1,382,-1,14,3
3,287,hard,11,-1,704,-1,20,3
3,288,basic,4,-1,161,-1,7,3
3,288,medium,8,-1,380,-1,14,3
3,288,hard,11,-1,754,-1,21,3
3,289,basic,4,-1,105,-1,4,3
3,289,medium,7,-1,294,-1,10,3
3,289,hard,10,-1,576,-1,16,3
3,290,basic,5,-1,217,-1,8,3
3,290,medium,8,-1,447,-1,12,3
3,290,hard,11,-1,942,-1,27,3
3,291,basic,3,-1,97,-1,4,3
3,291,medium,7,-1,295,-1,11,3
3,291,hard,10,-1,604,-1,17,3
3,292,basic,3,-1,112,-1,5,3
3,292,medium,6,-1,201,-1,7,3
3,292,hard,9,-1,441,-1,13,3
3,293,basic,5,-1,215,-1,8,3
3,293,medium,8,-1,396,-1,15,3
3,293,hard,11,-1,728,-1,21,3
3,294,basic,2,-1,70,-1,3,3
3,294,medium,5,-1,173,-1,7,3
3,294,hard,9,-1,386,-1,14,3
3,295,basic,4,-1,118,-1,8,3
3,295,medium,6,-1,311,-1,14,3
3,295,hard,9,-1,542,-1,19,3
3,296,basic,4,-1,184,-1,5,3
3,296,medium,7,-1,364,-1,12,3
3,296,hard,10,-1,676,-1,15,3
3,297,basic,3,-1,159,-1,7,3
3,297,medium,6,-1,279,-1,10,3
3,297,hard,9,-1,509,-1,14,3
3,298,basic,3,-1,98,-1,4,3
3,298,medium,5,-1,226,-1,8,3
3,298,hard,8,-1,423,-1,12,3
3,299,basic,4,-1,185,-1,8,3
3,299,medium,7,-1,345,-1,13,3
3,299,hard,11,-1,792,-1,23,3
3,300,basic,3,-1,110,-1,5,3
3,300,medium,6,-1,263,-1,10,3
3,300,hard,9,-1,648,-1,18,3
3,301,basic,4,-1,201,-1,7,3
3,301,medium,8,-1,463,-1,13,3
3,301,hard,11,-1,778,-1,22,3
3,302,basic,3,-1,96,-1,4,3
3,302,medium,6,-1,177,-1,8,3
3,302,hard,9,-1,473,-1,13,3
3,303,basic,4,-1,116,-1,5,3
3,303,medium,8,-1,364,-1,14,3
3,303,hard,11,-1,632,-1,18,3
3,304,basic,3,-1,101,-1,4,3
3,304,medium,6,-1,222,-1,8,3
3,304,hard,9,-1,477,-1,13,3
3,305,basic,3,-1,104,-1,5,3
3,305,medium,5,-1,169,-1,8,3
3,305,hard,9,-1,395,-1,15,3
3,306,basic,3,-1,56,-1,2,3
3,306,medium,5,-1,168,-1,8,3
3,306,hard,8,-1,342,-1,13,3
3,307,basic,3,-1,83,-1,5,3
3,307,medium,6,-1,165,-1,9,3
3,307,hard,9,-1,378,-1,14,3
3,308,basic,2,-1,83,-1,3,3
3,308,medium,5,-1,252,-1,7,3
3,308,hard,8,-1,460,-1,13,3
3,309,basic,4,-1,125,-1,5,3
3,309,medium,7,-1,331,-1,12,3
3,309,hard,10,-1,597,-1,17,3
3,310,basic,3,-1,93,-1,4,3
3,310,medium,6,-1,316,-1,12,3
3,310,hard,9,-1,512,-1,15,3
3,311,basic,4,-1,122,-1,5,3
3,311,medium,8,-1,332,-1,12,3
3,311,hard,11,-1,749,-1,21,3
3,312,basic,3,-1,108,-1,4,3
3,312,medium,7,-1,277,-1,10,3
3,312,hard,9,-1,486,-1,13,3
3,313,basic,4,-1,138,-1,6,3
3,313,medium,7,-1,357,-1,13,3
3,313,hard,11,-1,706,-1,20,3
3,314,basic,3,-1,170,-1,8,3
3,314,medium,7,-1,357,-1,13,3
3,314,hard,9,-1,632,-1,18,3
3,315,basic,2,-1,69,-1,3,3
3,315,medium,5,-1,189,-1,9,3
3,315,hard,8,-1,416,-1,12,3
3,316,basic,3,-1,74,-1,3,3
3,316,medium,5,-1,159,-1,7,3
3,316,hard,8,-1,347,-1,13,3
3,317,basic,1,-1,40,-1,1,3
3,317,medium,4,-1,129,-1,6,3
3,317,hard,7,-1,245,-1,9,3
3,318,basic,2,-1,53,-1,2,3
3,318,medium,5,-1,139,-1,6,3
3,318,hard,7,-1,256,-1,9,3
3,319,basic,3,-1,118,-1,5,3
3,319,medium,6,-1,233,-1,8,3
3,319,hard,8,-1,336,-1,13,3
3,320,basic,3,-1,87,-1,4,3
3,320,medium,6,-1,235,-1,9,3
3,320,hard,8,-1,368,-1,14,3
3,322,basic,3,-1,92,-1,4,3
3,322,medium,6,-1,164,-1,7,3
3,322,hard,9,-1,343,-1,13,3
3,323,basic,5,-1,248,-1,9,3
3,323,medium,8,-1,475,-1,13,3
3,323,hard,11,-1,780,-1,22,3
3,324,basic,5,-1,237,-1,9,3
3,324,medium,8,-1,374,-1,14,3
3,324,hard,11,-1,602,-1,17,3
3,325,basic,5,-1,232,-1,8,3
3,325,medium,7,-1,308,-1,11,3
3,325,hard,11,-1,802,-1,23,3
3,326,basic,3,-1,88,-1,4,3
3,326,medium,6,-1,195,-1,8,3
3,326,hard,9,-1,465,-1,13,3
3,327,basic,4,-1,128,-1,6,3
3,327,medium,7,-1,353,-1,13,3
3,327,hard,10,-1,591,-1,17,3
3,328,basic,4,-1,92,-1,4,3
3,328,medium,7,-1,252,-1,9,3
3,328,hard,10,-1,546,-1,16,3
3,329,basic,4,-1,124,-1,6,3
3,329,medium,7,-1,355,-1,13,3
3,329,hard,10,-1,588,-1,17,3
3,330,basic,3,-1,105,-1,4,3
3,330,medium,6,-1,185,-1,8,3
3,330,hard,9,-1,394,-1,15,3
3,331,basic,4,-1,166,-1,7,3
3,331,medium,7,-1,288,-1,10,3
3,331,hard,10,-1,476,-1,13,3
3,333,basic,2,-1,59,-1,2,3
3,333,medium,5,-1,163,-1,7,3
3,333,hard,8,-1,245,-1,9,3
3,334,basic,4,-1,157,-1,7,3
3,334,medium,6,-1,293,-1,11,3
3,334,hard,9,-1,484,-1,14,3
3,335,basic,4,-1,139,-1,6,3
3,335,medium,7,-1,331,-1,12,3
3,335,hard,11,-1,709,-1,20,3
3,336,basic,5,-1,300,-1,11,3
3,336,medium,8,-1,500,-1,14,3
3,336,hard,11,-1,900,-1,26,3
3,337,basic,3,-1,139,-1,6,3
3,337,medium,6,-1,268,-1,10,3
3,337,hard,9,-1,493,-1,14,3
3,338,basic,3,-1,107,-1,5,3
3,338,medium,6,-1,247,-1,9,3
3,338,hard,9,-1,465,-1,13,3
3,340,basic,3,-1,89,-1,4,3
3,340,medium,6,-1,259,-1,9,3
3,340,hard,9,-1,472,-1,13,3
3,341,basic,3,-1,124,-1,5,3
3,341,medium,8,-1,405,-1,11,3
3,341,hard,10,-1,604,-1,17,3
3,342,basic,3,-1,157,-1,7,3
3,342,medium,6,-1,383,-1,14,3
3,342,hard,9,-1,639,-1,18,3
3,343,basic,3,-1,90,-1,4,3
3,343,medium,6,-1,231,-1,8,3
3,343,hard,8,-1,409,-1,11,3
3,344,basic,2,-1,49,-1,2,3
3,344,medium,4,-1,115,-1,5,3
3,344,hard,7,-1,253,-1,9,3
3,345,basic,3,-1,92,-1,4,3
3,345,medium,7,-1,313,-1,12,3
3,345,hard,10,-1,533,-1,15,3
3,346,basic,4,-1,157,-1,7,3
3,346,medium,8,-1,318,-1,12,3
3,346,hard,11,-1,643,-1,18,3
3,347,basic,4,-1,150,-1,7,3
3,347,medium,7,-1,317,-1,12,3
3,347,hard,10,-1,614,-1,17,3
3,348,basic,3,-1,170,-1,7,3
3,348,medium,7,-1,311,-1,11,3
3,348,hard,10,-1,623,-1,17,3
3,349,basic,3,-1,187,-1,9,3
3,349,medium,7,-1,307,-1,12,3
3,349,hard,10,-1,591,-1,17,3
3,350,basic,5,-1,246,-1,9,3
3,350,medium,8,-1,479,-1,13,3
3,350,hard,11,-1,888,-1,26,3
3,351,basic,5,-1,269,-1,10,3
3,351,medium,8,-1,541,-1,15,3
3,351,hard,11,-1,934,-1,27,3
3,352,basic,5,-1,197,-1,9,3
3,352,medium,8,-1,457,-1,13,3
3,352,hard,10,-1,773,-1,22,3
3,353,basic,3,-1,102,-1,4,3
3,353,medium,7,-1,310,-1,11,3
3,353,hard,10,-1,545,-1,15,3
3,354,basic,4,-1,195,-1,9,3
3,354,medium,8,-1,493,-1,14,3
3,354,hard,11,-1,855,-1,25,3
3,355,basic,5,-1,269,-1,10,3
3,355,medium,8,-1,450,-1,13,3
3,355,hard,11,-1,838,-1,24,3
3,356,basic,3,-1,130,-1,5,3
3,356,medium,7,-1,348,-1,13,3
3,356,hard,9,-1,511,-1,15,3
3,357,basic,2,-1,66,-1,3,3
3,357,medium,5,-1,233,-1,8,3
3,357,hard,8,-1,436,-1,12,3
3,358,basic,3,-1,145,-1,6,3
3,358,medium,6,-1,267,-1,10,3
3,358,hard,9,-1,551,-1,16,3
3,359,basic,3,-1,142,-1,6,3
3,359,medium,6,-1,317,-1,12,3
3,359,hard,9,-1,550,-1,16,3
3,360,basic,4,-1,227,-1,8,3
3,360,medium,7,-1,480,-1,13,3
3,360,hard,10,-1,675,-1,19,3
3,361,basic,3,-1,125,-1,5,3
3,361,medium,6,-1,215,-1,8,3
3,361,hard,8,-1,446,-1,12,3
3,362,basic,4,-1,186,-1,8,3
3,362,medium,7,-1,421,-1,12,3
3,362,hard,11,-1,680,-1,20,3
3,363,basic,4,-1,210,-1,8,3
3,363,medium,8,-1,375,-1,14,3
3,363,hard,11,-1,733,-1,21,3
3,364,basic,5,-1,333,-1,12,3
3,364,medium,8,-1,490,-1,14,3
3,364,hard,11,-1,942,-1,27,3
3,365,basic,1,-1,42,-1,1,3
3,365,medium,4,-1,167,-1,7,3
3,365,hard,7,-1,307,-1,11,3
3,366,basic,3,-1,133,-1,6,3
3,366,medium,6,-1,289,-1,11,3
3,366,hard,9,-1,442,-1,13,3
3,367,basic,2,-1,96,-1,4,3
3,367,medium,5,-1,216,-1,8,3
3,367,hard,8,-1,382,-1,14,3
3,368,basic,2,-1,87,-1,4,3
3,368,medium,5,-1,224,-1,8,3
3,368,hard,8,-1,453,-1,13,3
3,370,basic,4,-1,190,-1,9,3
3,370,medium,7,-1,339,-1,13,3
3,370,hard,10,-1,581,-1,16,3
3,371,basic,3,-1,126,-1,6,3
3,371,medium,5,-1,285,-1,11,3
3,371,hard,9,-1,446,-1,13,3
3,372,basic,3,-1,119,-1,4,3
3,372,medium,6,-1,250,-1,9,3
3,372,hard,9,-1,421,-1,12,3
3,373,basic,5,-1,197,-1,9,3
3,373,medium,8,-1,319,-1,12,3
3,373,hard,11,-1,702,-1,20,3
3,374,basic,3,-1,151,-1,7,3
3,374,medium,6,-1,266,-1,10,3
3,374,hard,9,-1,462,-1,13,3
3,375,basic,3,-1,91,-1,4,3
3,375,medium,7,-1,304,-1,11,3
3,375,hard,10,-1,612,-1,17,3
3,376,basic,3,-1,120,-1,5,3
3,376,medium,6,-1,183,-1,8,3
3,376,hard,9,-1,469,-1,13,3
3,377,basic,5,-1,216,-1,8,3
3,377,medium,8,-1,406,-1,11,3
3,377,hard,11,-1,658,-1,19,3
3,380,basic,4,-1,183,-1,8,3
3,380,medium,7,-1,357,-1,13,3
3,380,hard,11,-1,653,-1,18,3
3,381,basic,3,-1,89,-1,4,3
3,381,medium,6,-1,248,-1,9,3
3,381,hard,9,-1,489,-1,14,3
3,382,basic,3,-1,143,-1,6,3
3,382,medium,6,-1,238,-1,9,3
3,382,hard,9,-1,459,-1,13,3
3,383,basic,4,-1,163,-1,7,3
3,383,medium,7,-1,331,-1,12,3
3,383,hard,10,-1,561,-1,16,3
3,384,basic,5,-1,225,-1,8,3
3,384,medium,8,-1,497,-1,14,3
3,384,hard,11,-1,747,-1,22,3
3,385,basic,5,-1,246,-1,9,3
3,385,medium,7,-1,383,-1,15,3
3,385,hard,11,-1,648,-1,19,3
3,386,basic,4,-1,157,-1,7,3
3,386,medium,7,-1,278,-1,10,3
3,386,hard,10,-1,518,-1,15,3
3,387,basic,5,-1,190,-1,9,3
3,387,medium,8,-1,375,-1,14,3
3,387,hard,11,-1,676,-1,19,3
3,388,basic,3,-1,118,-1,5,3
3,388,medium,6,-1,252,-1,9,3
3,388,hard,8,-1,411,-1,12,3
3,389,basic,4,-1,144,-1,6,3
3,389,medium,7,-1,333,-1,12,3
3,389,hard,9,-1,462,-1,13,3
3,390,basic,3,-1,112,-1,5,3
3,390,medium,6,-1,274,-1,10,3
3,390,hard,9,-1,417,-1,12,3
3,391,basic,3,-1,144,-1,6,3
